date,close,real,ma_5,ma_10,ma_20,ma_30,ma_60,ma_90,ma_180,ma_240,ma_360
2012-01-30,5.58,True,5.744,6.2269999999999985,6.651999999999999,6.510666666666668,6.448387096774194,6.448387096774194,6.448387096774194,6.448387096774194,6.448387096774194
2012-01-31,6.22,True,5.728,6.171999999999999,6.596500000000001,6.551333333333335,6.441250000000001,6.441250000000001,6.441250000000001,6.441250000000001,6.441250000000001
2012-02-01,5.99,True,5.720000000000001,6.087999999999999,6.526999999999999,6.584333333333335,6.427575757575759,6.427575757575759,6.427575757575759,6.427575757575759,6.427575757575759
2012-02-02,6.28,True,5.994,6.064,6.472999999999999,6.616333333333335,6.4232352941176485,6.4232352941176485,6.4232352941176485,6.4232352941176485,6.4232352941176485
2012-02-03,6.35,True,6.0840000000000005,6.042,6.465499999999999,6.642333333333335,6.421142857142859,6.421142857142859,6.421142857142859,6.421142857142859,6.421142857142859
2012-02-04,6.5,True,6.268000000000001,6.006,6.433,6.637333333333334,6.423333333333335,6.423333333333335,6.423333333333335,6.423333333333335,6.423333333333335
2012-02-05,6.15,True,6.254,5.9910000000000005,6.3854999999999995,6.612333333333335,6.415945945945947,6.415945945945947,6.415945945945947,6.415945945945947,6.415945945945947
2012-02-06,5.9,True,6.236,5.978,6.3355,6.5823333333333345,6.402368421052633,6.402368421052633,6.402368421052633,6.402368421052633,6.402368421052633
2012-02-07,5.88,True,6.156,6.075,6.2745,6.545000000000001,6.38897435897436,6.38897435897436,6.38897435897436,6.38897435897436,6.38897435897436
2012-02-08,5.87,True,6.0600000000000005,6.072,6.218,6.510666666666667,6.376000000000001,6.376000000000001,6.376000000000001,6.376000000000001,6.376000000000001
2012-02-09,5.89,True,5.938000000000001,6.103,6.165,6.468999999999999,6.3641463414634165,6.3641463414634165,6.3641463414634165,6.3641463414634165,6.3641463414634165
2012-02-10,5.88,True,5.884,6.069,6.1205,6.4206666666666665,6.352619047619049,6.352619047619049,6.352619047619049,6.352619047619049,6.352619047619049
2012-02-11,5.71,True,5.846,6.041,6.0645,6.364999999999999,6.337674418604652,6.337674418604652,6.337674418604652,6.337674418604652,6.337674418604652
2012-02-12,5.78,True,5.8260000000000005,5.9910000000000005,6.0275,6.312333333333332,6.325,6.325,6.325,6.325,6.325
2012-02-13,5.79,True,5.8100000000000005,5.9350000000000005,5.9885,6.288666666666666,6.313111111111112,6.313111111111112,6.313111111111112,6.313111111111112,6.313111111111112
2012-02-14,5.8,True,5.792,5.865,5.9355,6.243666666666667,6.301956521739132,6.301956521739132,6.301956521739132,6.301956521739132,6.301956521739132
2012-02-15,5.08,True,5.632000000000001,5.758,5.874499999999999,6.176333333333333,6.275957446808511,6.275957446808511,6.275957446808511,6.275957446808511,6.275957446808511
2012-02-16,4.98,True,5.486000000000001,5.6659999999999995,5.822,6.112333333333334,6.248958333333334,6.248958333333334,6.248958333333334,6.248958333333334,6.248958333333334
2012-02-17,4.8,True,5.290000000000001,5.558,5.8165,6.035666666666667,6.219387755102042,6.219387755102042,6.219387755102042,6.219387755102042,6.219387755102042
2012-02-18,4.73,True,5.078,5.444,5.758,5.96,6.189600000000001,6.189600000000001,6.189600000000001,6.189600000000001,6.189600000000001
2012-02-19,4.38,True,4.794,5.293,5.6979999999999995,5.874333333333334,6.154117647058825,6.154117647058825,6.154117647058825,6.154117647058825,6.154117647058825
2012-02-20,4.72,True,4.7219999999999995,5.1770000000000005,5.622999999999999,5.806,6.1265384615384635,6.1265384615384635,6.1265384615384635,6.1265384615384635,6.1265384615384635
2012-02-21,4.58,True,4.642,5.064000000000001,5.5525,5.731,6.097358490566039,6.097358490566039,6.097358490566039,6.097358490566039,6.097358490566039
2012-02-22,4.59,True,4.6,4.945,5.468,5.666666666666668,6.0694444444444455,6.0694444444444455,6.0694444444444455,6.0694444444444455,6.0694444444444455
2012-02-23,5.22,True,4.6979999999999995,4.888,5.4115,5.621666666666667,6.054000000000001,6.054000000000001,6.054000000000001,6.054000000000001,6.054000000000001
2012-02-24,5.22,True,4.866,4.83,5.347499999999999,5.567000000000001,6.039107142857145,6.039107142857145,6.039107142857145,6.039107142857145,6.039107142857145
2012-02-25,5.11,True,4.944,4.833,5.2955,5.527333333333334,6.022807017543862,6.022807017543862,6.022807017543862,6.022807017543862,6.022807017543862
2012-02-26,5.07,True,5.042,4.8420000000000005,5.254,5.495333333333334,6.00637931034483,6.00637931034483,6.00637931034483,6.00637931034483,6.00637931034483
2012-02-27,5.1,True,5.144,4.872,5.214999999999999,5.501666666666667,5.991016949152545,5.991016949152545,5.991016949152545,5.991016949152545,5.991016949152545
2012-02-28,5.1,True,5.12,4.909000000000001,5.1765,5.475,5.9761666666666695,5.9761666666666695,5.9761666666666695,5.9761666666666695,5.9761666666666695
2012-02-29,5.0,True,5.076,4.971,5.132,5.455666666666667,5.98316666666667,5.960163934426232,5.960163934426232,5.960163934426232,5.960163934426232
2012-03-01,5.05,True,5.064,5.004,5.0905,5.416666666666667,5.9840000000000035,5.9454838709677444,5.9454838709677444,5.9454838709677444,5.9454838709677444
2012-03-02,4.98,True,5.046,5.044,5.053999999999999,5.382999999999999,5.98366666666667,5.930158730158733,5.930158730158733,5.930158730158733,5.930158730158733
2012-03-03,4.99,True,5.023999999999999,5.084,5.014499999999999,5.34,5.97816666666667,5.915468750000003,5.915468750000003,5.915468750000003,5.915468750000003
2012-03-04,4.81,True,4.966,5.043,4.9655,5.288666666666667,5.965500000000004,5.898461538461541,5.898461538461541,5.898461538461541,5.898461538461541
2012-03-05,5.06,True,4.978,5.027,4.9285,5.240666666666667,5.939000000000004,5.885757575757579,5.885757575757579,5.885757575757579,5.885757575757579
2012-03-06,5.05,True,4.978,5.021,4.927,5.204,5.908166666666671,5.873283582089556,5.873283582089556,5.873283582089556,5.873283582089556
2012-03-07,5.09,True,5.0,5.023000000000001,4.9325,5.1770000000000005,5.879666666666669,5.861764705882356,5.861764705882356,5.861764705882356,5.861764705882356
2012-03-08,5.08,True,5.017999999999999,5.020999999999999,4.9464999999999995,5.150333333333334,5.847666666666669,5.850434782608699,5.850434782608699,5.850434782608699,5.850434782608699
2012-03-09,5.07,True,5.07,5.018,4.963500000000001,5.123666666666667,5.817166666666668,5.839285714285717,5.839285714285717,5.839285714285717,5.839285714285717
2012-03-10,4.99,True,5.056,5.017,4.993999999999999,5.093666666666667,5.781333333333335,5.827323943661974,5.827323943661974,5.827323943661974,5.827323943661974
2012-03-11,5.0,True,5.046,5.0120000000000005,5.007999999999999,5.064333333333334,5.742500000000002,5.815833333333336,5.815833333333336,5.815833333333336,5.815833333333336
2012-03-12,4.99,True,5.026000000000001,5.013,5.028499999999999,5.040333333333334,5.702666666666668,5.804520547945208,5.804520547945208,5.804520547945208,5.804520547945208
2012-03-13,5.32,True,5.074,5.046,5.0649999999999995,5.025,5.668666666666668,5.797972972972976,5.797972972972976,5.797972972972976,5.797972972972976
2012-03-14,5.44,True,5.148000000000001,5.109,5.075999999999999,5.013333333333334,5.651000000000001,5.793200000000002,5.793200000000002,5.793200000000002,5.793200000000002
2012-03-15,5.43,True,5.236,5.146,5.086499999999999,5.0009999999999994,5.622333333333334,5.788421052631581,5.788421052631581,5.788421052631581,5.788421052631581
2012-03-16,5.41,True,5.318,5.1819999999999995,5.101499999999999,5.012,5.594166666666667,5.783506493506496,5.783506493506496,5.783506493506496,5.783506493506496
2012-03-17,5.42,True,5.404000000000001,5.215000000000001,5.119000000000001,5.026666666666666,5.5695000000000014,5.778846153846157,5.778846153846157,5.778846153846157,5.778846153846157
2012-03-18,5.42,True,5.424000000000001,5.2490000000000006,5.135,5.047333333333332,5.5415,5.774303797468358,5.774303797468358,5.774303797468358,5.774303797468358
2012-03-19,5.37,True,5.41,5.279,5.1485,5.068666666666666,5.514333333333335,5.769250000000003,5.769250000000003,5.769250000000003,5.769250000000003
2012-03-20,4.97,True,5.318,5.276999999999999,5.147,5.088333333333332,5.481333333333335,5.7593827160493865,5.7593827160493865,5.7593827160493865,5.7593827160493865
2012-03-21,4.96,True,5.228,5.273,5.1425,5.096333333333332,5.451166666666668,5.749634146341466,5.749634146341466,5.749634146341466,5.749634146341466
2012-03-22,4.98,True,5.14,5.272,5.1425,5.109666666666667,5.4203333333333354,5.740361445783136,5.740361445783136,5.740361445783136,5.740361445783136
2012-03-23,4.88,True,5.032,5.228000000000001,5.137,5.119333333333333,5.3930000000000025,5.730119047619051,5.730119047619051,5.730119047619051,5.730119047619051
2012-03-24,4.83,True,4.9239999999999995,5.167000000000001,5.138,5.106333333333334,5.364000000000002,5.719529411764709,5.719529411764709,5.719529411764709,5.719529411764709
2012-03-25,4.84,True,4.898,5.108,5.127000000000001,5.093666666666667,5.330333333333335,5.709302325581398,5.709302325581398,5.709302325581398,5.709302325581398
2012-03-26,4.75,True,4.856,5.042,5.112,5.081666666666666,5.304500000000002,5.698275862068968,5.698275862068968,5.698275862068968,5.698275862068968
2012-03-27,4.97,True,4.854,4.997,5.106,5.078333333333334,5.286833333333335,5.690000000000003,5.690000000000003,5.690000000000003,5.690000000000003
2012-03-28,4.95,True,4.868,4.95,5.099500000000001,5.073333333333333,5.287500000000002,5.68168539325843,5.68168539325843,5.68168539325843,5.68168539325843
2012-03-29,4.93,True,4.888,4.906,5.092499999999999,5.067666666666666,5.2713333333333345,5.6733333333333364,5.6733333333333364,5.6733333333333364,5.6733333333333364
2012-03-30,4.91,True,4.901999999999999,4.9,5.088499999999999,5.064666666666667,5.2601666666666675,5.677000000000003,5.664945054945058,5.664945054945058,5.664945054945058
2012-03-31,4.92,True,4.936,4.896000000000001,5.0845,5.060333333333333,5.238500000000001,5.676111111111115,5.656847826086959,5.656847826086959,5.656847826086959
2012-04-01,4.89,True,4.92,4.8870000000000005,5.0795,5.057333333333332,5.2201666666666675,5.674888888888892,5.648602150537636,5.648602150537636,5.648602150537636
2012-04-02,5.04,True,4.938,4.9030000000000005,5.065500000000001,5.058999999999998,5.1995000000000005,5.671777777777781,5.642127659574469,5.642127659574469,5.642127659574469
2012-04-03,5.04,True,4.959999999999999,4.9239999999999995,5.045500000000001,5.0666666666666655,5.177666666666668,5.665888888888893,5.635789473684212,5.635789473684212,5.635789473684212
2012-04-04,5.01,True,4.9799999999999995,4.941,5.0245000000000015,5.064999999999999,5.1528333333333345,5.64766666666667,5.629270833333334,5.629270833333334,5.629270833333334
2012-04-05,5.04,True,5.004,4.97,5.006000000000002,5.064666666666666,5.134333333333335,5.627000000000004,5.62319587628866,5.62319587628866,5.62319587628866
2012-04-06,4.99,True,5.023999999999999,4.9719999999999995,4.9845000000000015,5.061333333333333,5.119166666666668,5.606888888888892,5.616734693877552,5.616734693877552,5.616734693877552
2012-04-07,4.93,True,5.002,4.97,4.960000000000001,5.056333333333334,5.103333333333335,5.583888888888892,5.60979797979798,5.60979797979798,5.60979797979798
2012-04-08,4.8,True,4.954,4.956999999999999,4.931500000000001,5.0473333333333334,5.0855000000000015,5.560555555555559,5.601699999999999,5.601699999999999,5.601699999999999
2012-04-09,4.85,True,4.922,4.951,4.9255,5.042666666666667,5.068166666666668,5.535111111111115,5.594257425742574,5.594257425742574,5.594257425742574
2012-04-10,4.87,True,4.888,4.946,4.921,5.038333333333336,5.051333333333335,5.507777777777782,5.587156862745098,5.587156862745098,5.587156862745098
2012-04-11,4.92,True,4.874,4.949,4.917999999999999,5.0360000000000005,5.038166666666668,5.480444444444448,5.580679611650485,5.580679611650485,5.580679611650485
2012-04-12,4.93,True,4.874,4.938,4.9205,5.023000000000001,5.024000000000001,5.453444444444448,5.574423076923076,5.574423076923076,5.574423076923076
2012-04-13,4.95,True,4.904,4.929,4.926499999999999,5.006666666666667,5.010000000000001,5.436222222222225,5.56847619047619,5.56847619047619,5.56847619047619
2012-04-14,5.01,True,4.936,4.929,4.9350000000000005,4.992666666666666,4.996833333333332,5.412444444444447,5.563207547169811,5.563207547169811,5.563207547169811
2012-04-15,4.99,True,4.960000000000001,4.924,4.947000000000001,4.978666666666667,4.995333333333333,5.389000000000002,5.557850467289719,5.557850467289719,5.557850467289719
2012-04-16,4.98,True,4.9719999999999995,4.923,4.947500000000001,4.964,4.995333333333333,5.367666666666669,5.552499999999999,5.552499999999999,5.552499999999999
2012-04-17,4.99,True,4.984,4.929,4.9495,4.949666666666667,4.998499999999999,5.344222222222224,5.547339449541284,5.547339449541284,5.547339449541284
2012-04-18,5.18,True,5.029999999999999,4.9670000000000005,4.961999999999999,4.943333333333334,5.005999999999999,5.3240000000000025,5.544,5.544,5.544
2012-04-19,5.18,True,5.064,5.000000000000001,4.975499999999999,4.950333333333335,5.019333333333333,5.304333333333337,5.54072072072072,5.54072072072072,5.54072072072072
2012-04-20,5.38,True,5.1419999999999995,5.051,4.9985,4.964333333333334,5.030333333333332,5.288888888888892,5.539285714285713,5.539285714285713,5.539285714285713
2012-04-21,5.43,True,5.232,5.102,5.025499999999999,4.979333333333334,5.044499999999999,5.273333333333337,5.538318584070795,5.538318584070795,5.538318584070795
2012-04-22,5.25,True,5.284,5.134,5.036,4.991666666666666,5.055499999999999,5.259222222222226,5.535789473684209,5.535789473684209,5.535789473684209
2012-04-23,5.23,True,5.294,5.162000000000001,5.0455000000000005,5.004999999999999,5.055666666666667,5.244333333333336,5.533130434782607,5.533130434782607,5.533130434782607
2012-04-24,5.15,True,5.287999999999999,5.176,5.052500000000001,5.015333333333333,5.0545,5.225333333333337,5.529827586206895,5.529827586206895,5.529827586206895
2012-04-25,5.14,True,5.24,5.191000000000001,5.0575,5.028333333333333,5.054999999999999,5.212444444444448,5.526495726495725,5.526495726495725,5.526495726495725
2012-04-26,5.12,True,5.178,5.205,5.064000000000002,5.033333333333333,5.055833333333333,5.202333333333336,5.523050847457625,5.523050847457625,5.523050847457625
2012-04-27,5.08,True,5.144,5.2139999999999995,5.071500000000001,5.0376666666666665,5.0554999999999986,5.204222222222225,5.519327731092436,5.519327731092436,5.519327731092436
2012-04-28,5.07,True,5.112,5.202999999999999,5.085000000000001,5.042333333333333,5.054999999999998,5.195000000000003,5.515583333333333,5.515583333333333,5.515583333333333
2012-04-29,4.96,True,5.074,5.180999999999999,5.0905000000000005,5.0440000000000005,5.054333333333332,5.188111111111113,5.510991735537189,5.510991735537189,5.510991735537189
2012-04-30,5.02,True,5.05,5.1450000000000005,5.098000000000001,5.047333333333335,5.053833333333332,5.174777777777779,5.506967213114754,5.506967213114754,5.506967213114754
2012-05-01,5.04,True,5.034,5.106,5.104,5.052333333333334,5.054833333333332,5.164222222222223,5.503170731707316,5.503170731707316,5.503170731707316
2012-05-02,5.15,True,5.048,5.095999999999999,5.115,5.056000000000001,5.057499999999998,5.151666666666667,5.50032258064516,5.50032258064516,5.50032258064516
2012-05-03,5.13,True,5.0600000000000005,5.086,5.1240000000000006,5.059000000000001,5.062833333333331,5.138111111111113,5.497359999999999,5.497359999999999,5.497359999999999
2012-05-04,5.15,True,5.098000000000001,5.086,5.130999999999999,5.063666666666667,5.064333333333332,5.123111111111112,5.494603174603173,5.494603174603173,5.494603174603173
2012-05-05,5.11,True,5.116,5.083,5.1370000000000005,5.066000000000001,5.0653333333333315,5.111555555555557,5.491574803149605,5.491574803149605,5.491574803149605
2012-05-06,5.1,True,5.128,5.081,5.143,5.069666666666667,5.065499999999999,5.102666666666668,5.488515624999999,5.488515624999999,5.488515624999999
2012-05-07,5.08,True,5.114,5.081,5.1475,5.074666666666669,5.0655,5.093777777777779,5.485348837209301,5.485348837209301,5.485348837209301
2012-05-08,5.08,True,5.104000000000001,5.082,5.1425,5.084000000000001,5.065666666666666,5.085000000000001,5.482230769230768,5.482230769230768,5.482230769230768
2012-05-09,5.08,True,5.090000000000001,5.093999999999999,5.137499999999999,5.091666666666669,5.067166666666666,5.0760000000000005,5.479160305343512,5.479160305343512,5.479160305343512
2012-05-10,5.04,True,5.076,5.095999999999999,5.1205,5.097333333333335,5.0678333333333345,5.066666666666667,5.475833333333333,5.475833333333333,5.475833333333333
2012-05-11,4.97,True,5.05,5.0889999999999995,5.097499999999999,5.099000000000001,5.0675,5.058444444444445,5.47203007518797,5.47203007518797,5.47203007518797
2012-05-12,4.97,True,5.028,5.071,5.083499999999999,5.100333333333333,5.061666666666668,5.049444444444445,5.468283582089552,5.468283582089552,5.468283582089552
2012-05-13,4.95,True,5.002,5.053,5.0695,5.100333333333333,5.053500000000001,5.040111111111111,5.464444444444445,5.464444444444445,5.464444444444445
2012-05-14,4.99,True,4.984,5.037000000000001,5.0615000000000006,5.099666666666666,5.046166666666667,5.031111111111111,5.460955882352941,5.460955882352941,5.460955882352941
2012-05-15,5.01,True,4.978,5.027,5.055000000000001,5.100333333333333,5.039500000000001,5.030333333333333,5.457664233576643,5.457664233576643,5.457664233576643
2012-05-16,5.04,True,4.992,5.021,5.051,5.102333333333333,5.033166666666669,5.031,5.45463768115942,5.45463768115942,5.45463768115942
2012-05-17,5.03,True,5.0040000000000004,5.016,5.048500000000001,5.103666666666666,5.026666666666668,5.033555555555555,5.451582733812949,5.451582733812949,5.451582733812949
2012-05-18,5.07,True,5.0280000000000005,5.015,5.0485,5.099999999999999,5.021666666666669,5.037333333333332,5.448857142857143,5.448857142857143,5.448857142857143
2012-05-19,5.08,True,5.046000000000001,5.015,5.054500000000001,5.096666666666666,5.023500000000002,5.04511111111111,5.446241134751774,5.446241134751774,5.446241134751774
2012-05-20,5.08,True,5.06,5.019,5.0575,5.086666666666668,5.025500000000002,5.0491111111111096,5.443661971830987,5.443661971830987,5.443661971830987
2012-05-21,5.09,True,5.07,5.031000000000001,5.0600000000000005,5.075333333333334,5.027333333333333,5.054777777777776,5.4411888111888125,5.4411888111888125,5.4411888111888125
2012-05-22,5.07,True,5.078,5.041,5.056,5.069333333333334,5.0305,5.06011111111111,5.438611111111112,5.438611111111112,5.438611111111112
2012-05-23,5.1,True,5.0840000000000005,5.056,5.0545,5.065,5.034999999999999,5.0587777777777765,5.436275862068967,5.436275862068967,5.436275862068967
2012-05-24,5.12,True,5.0920000000000005,5.069000000000001,5.053,5.064000000000001,5.039666666666666,5.057666666666665,5.434109589041097,5.434109589041097,5.434109589041097
2012-05-25,5.1,True,5.095999999999999,5.077999999999999,5.052499999999999,5.062666666666667,5.0455000000000005,5.057555555555554,5.43183673469388,5.43183673469388,5.43183673469388
2012-05-26,5.09,True,5.096,5.083,5.052,5.0616666666666665,5.047499999999999,5.057777777777776,5.429527027027029,5.429527027027029,5.429527027027029
2012-05-27,5.08,True,5.097999999999999,5.087999999999999,5.0520000000000005,5.061666666666667,5.049666666666666,5.057555555555553,5.427181208053693,5.427181208053693,5.427181208053693
2012-05-28,5.08,True,5.093999999999999,5.089,5.052,5.062,5.052166666666666,5.0573333333333315,5.424866666666669,5.424866666666669,5.424866666666669
2012-05-29,5.12,True,5.094,5.093,5.053999999999999,5.067333333333335,5.055666666666667,5.0586666666666655,5.422847682119207,5.422847682119207,5.422847682119207
2012-05-30,5.14,True,5.102,5.098999999999999,5.059,5.0713333333333335,5.059333333333334,5.059666666666665,5.420986842105266,5.420986842105266,5.420986842105266
2012-05-31,5.17,True,5.118,5.107,5.069000000000001,5.075666666666667,5.064000000000002,5.061777777777776,5.41934640522876,5.41934640522876,5.41934640522876
2012-06-01,5.24,True,5.15,5.124,5.0825000000000005,5.078666666666666,5.067333333333335,5.064555555555554,5.418181818181821,5.418181818181821,5.418181818181821
2012-06-02,5.21,True,5.176,5.135,5.0954999999999995,5.081333333333333,5.070166666666667,5.068999999999998,5.416838709677422,5.416838709677422,5.416838709677422
2012-06-03,5.2,True,5.191999999999999,5.143000000000001,5.106,5.082999999999999,5.073333333333333,5.070555555555554,5.4154487179487205,5.4154487179487205,5.4154487179487205
2012-06-04,5.24,True,5.212000000000001,5.157000000000001,5.117499999999999,5.0873333333333335,5.076666666666666,5.072666666666665,5.414331210191086,5.414331210191086,5.414331210191086
2012-06-05,5.49,True,5.276000000000001,5.197000000000001,5.139999999999999,5.100333333333334,5.085,5.07711111111111,5.414810126582281,5.414810126582281,5.414810126582281
2012-06-06,5.49,True,5.3260000000000005,5.238000000000001,5.1629999999999985,5.114000000000001,5.094333333333335,5.081666666666666,5.415283018867927,5.415283018867927,5.415283018867927
2012-06-07,5.53,True,5.390000000000001,5.283,5.185999999999998,5.1290000000000004,5.1065000000000005,5.086777777777777,5.416000000000002,5.416000000000002,5.416000000000002
2012-06-08,5.63,True,5.476,5.3340000000000005,5.213499999999999,5.147333333333333,5.119500000000001,5.0938888888888885,5.417329192546586,5.417329192546586,5.417329192546586
2012-06-09,5.62,True,5.5520000000000005,5.382000000000001,5.240499999999999,5.166666666666667,5.132000000000001,5.100777777777778,5.418580246913582,5.418580246913582,5.418580246913582
2012-06-10,5.54,True,5.561999999999999,5.4190000000000005,5.263,5.185666666666666,5.142333333333334,5.106888888888888,5.419325153374236,5.419325153374236,5.419325153374236
2012-06-11,5.57,True,5.578,5.452,5.287999999999999,5.205666666666667,5.1530000000000005,5.109666666666667,5.420243902439027,5.420243902439027,5.420243902439027
2012-06-12,5.9,True,5.651999999999999,5.521,5.328,5.237333333333333,5.168833333333334,5.114777777777777,5.423151515151518,5.423151515151518,5.423151515151518
2012-06-13,6.0,True,5.726000000000001,5.601,5.372000000000002,5.271,5.1853333333333325,5.1211111111111105,5.426626506024099,5.426626506024099,5.426626506024099
2012-06-14,5.91,True,5.784,5.668000000000001,5.412500000000001,5.300999999999998,5.200666666666667,5.126666666666666,5.429520958083835,5.429520958083835,5.429520958083835
2012-06-15,6.42,True,5.959999999999999,5.761,5.479000000000001,5.346999999999999,5.224666666666667,5.137777777777778,5.435416666666669,5.435416666666669,5.435416666666669
2012-06-16,6.52,True,6.15,5.864,5.551,5.396666666666666,5.250166666666667,5.15,5.441834319526629,5.441834319526629,5.441834319526629
2012-06-17,6.47,True,6.263999999999999,5.958,5.620500000000002,5.4433333333333325,5.271666666666667,5.162222222222223,5.447882352941178,5.447882352941178,5.447882352941178
2012-06-18,6.34,True,6.332,6.029000000000001,5.6815,5.485333333333333,5.291,5.177444444444445,5.45309941520468,5.45309941520468,5.45309941520468
2012-06-19,6.49,True,6.448,6.1160000000000005,5.7490000000000006,5.532333333333333,5.309500000000001,5.194444444444445,5.459127906976747,5.459127906976747,5.459127906976747
2012-06-20,6.65,True,6.494,6.226999999999999,5.823,5.584333333333333,5.329833333333334,5.212999999999999,5.4660115606936435,5.4660115606936435,5.4660115606936435
2012-06-21,6.69,True,6.527999999999999,6.339,5.8955,5.638333333333334,5.353833333333333,5.233111111111111,5.4730459770114965,5.4730459770114965,5.4730459770114965
2012-06-22,6.67,True,6.5680000000000005,6.4159999999999995,5.968500000000001,5.690666666666667,5.377833333333334,5.253555555555555,5.479885714285716,5.479885714285716,5.479885714285716
2012-06-23,6.61,True,6.622,6.476999999999999,6.039,5.740333333333335,5.402166666666668,5.273222222222222,5.48630681818182,5.48630681818182,5.48630681818182
2012-06-24,6.45,True,6.614,6.531000000000001,6.099500000000001,5.785333333333335,5.424000000000001,5.292111111111111,5.491751412429381,5.491751412429381,5.491751412429381
