,index,Date,Close,ma_5,ma_10,ma_20,ma_30,ma_60,ma_180,ma_240,ma_360,Gold,Nasdaq_Comp,SP500,INDU,Oil,Btc_diff,Gold_diff,Nasdaq_diff,SP500_diff,INDU_diff,Oil_diff,Btc_diffpct,Gold_diffpct,Nasdaq_diffpct,SP500_diffpct,INDU_diffpct,Oil_diffpct
397,580,2013-08-02,98.71,97.72999999999999,94.364,92.2895,89.14566666666668,96.81833333333334,93.04305555555555,73.51191666666666,52.904138888888895,16.68,3689.59,1709.67,15658.36,43.042,0.269999999999996,-0.129999999999999,13.850000000000364,2.800000000000182,30.340000000000146,0.0,0.0027427874847622516,-0.007733491969065974,0.0037679487667790336,0.0016404295581972745,0.0019413847691518275,0.0
398,583,2013-08-05,98.92,97.936,96.535,92.825,91.08966666666669,95.56566666666667,94.32172222222222,74.56229166666667,53.61941666666667,16.39,3692.95,1707.14,15612.13,42.711,0.21000000000000796,-0.28999999999999915,3.3599999999996726,-2.5299999999999727,-46.23000000000138,-0.33100000000000307,0.0021274440279607735,-0.017386091127098272,0.000910670291278888,-0.001479817742605282,-0.002952416472734142,-0.007690163096510457
399,584,2013-08-06,98.9,98.02799999999999,97.40899999999999,93.1515,91.92100000000002,95.228,94.74916666666665,74.91870833333334,53.86247222222222,15.65,3665.77,1697.37,15518.74,42.711,-0.01999999999999602,-0.7400000000000002,-27.179999999999836,-9.77000000000021,-93.38999999999942,0.0,-0.00020218358269304509,-0.04514948139109214,-0.007359969671942441,-0.005723022130581094,-0.005981887160816585,0.0
400,585,2013-08-07,98.31,97.94800000000001,97.83900000000001,93.5185,92.63333333333335,94.99216666666666,95.16977777777778,75.27250000000001,54.10308333333334,15.55,3654.01,1690.91,15470.67,42.711,-0.5900000000000034,-0.09999999999999964,-11.759999999999764,-6.459999999999809,-48.06999999999971,0.0,-0.0059656218402427035,-0.006389776357827453,-0.003208057243089382,-0.003805887932507237,-0.0030975452904037125,0.0
401,586,2013-08-08,97.14,97.976,98.20299999999999,94.02000000000001,93.33766666666666,94.77783333333335,95.57888888888887,75.621375,54.33963888888889,17.1,3669.12,1697.48,15498.32,41.53,-1.1700000000000017,1.5500000000000007,15.109999999999673,6.569999999999936,27.649999999999636,-1.1809999999999974,-0.011901129081476978,0.09967845659163992,0.004135182990741589,0.0038854817819990043,0.0017872529114769842,-0.02765095642808638
402,587,2013-08-09,95.75,97.804,98.078,94.45400000000001,93.656,94.57533333333335,95.97916666666667,75.964125,54.57144444444444,17.42,3660.11,1691.42,15425.51,41.53,-1.3900000000000006,0.3200000000000003,-9.009999999999764,-6.059999999999945,-72.80999999999949,0.0,-0.014309244389540874,0.018713450292397675,-0.0024556296877724804,-0.0035699978792091483,-0.004697928549675029,0.0
403,590,2013-08-12,96.18,95.58,96.76400000000001,95.564,93.78099999999999,93.86833333333334,97.14166666666667,76.98070833333334,55.244527777777776,18.21,3669.95,1689.47,15419.68,41.53,0.4300000000000068,0.7899999999999991,9.83999999999969,-1.9500000000000455,-5.829999999999927,0.0,0.004490861618799027,0.0453501722158438,0.002688443789940655,-0.001152877463906094,-0.00037794536452927176,0.0
404,591,2013-08-13,98.19,95.78999999999999,96.88300000000001,96.0495,93.95666666666666,93.78899999999999,97.5343888888889,77.33383333333333,55.48119444444444,17.8,3684.44,1694.16,15451.01,41.53,2.009999999999991,-0.41000000000000014,14.490000000000236,4.690000000000055,31.329999999999927,0.0,0.02089831565814089,-0.022515101592531582,0.003948282674150938,0.0027760185146821514,0.0020318190779575144,0.0
405,592,2013-08-14,101.0,96.84,97.322,96.57050000000001,94.15666666666667,93.72233333333332,97.94238888888887,77.69929166666667,55.72880555555555,18.73,3669.27,1685.39,15337.66,43.081,2.8100000000000023,0.9299999999999997,-15.170000000000073,-8.769999999999982,-113.35000000000036,1.551000000000002,0.028617985538242206,0.052247191011235934,-0.004117314978667063,-0.005176606695943701,-0.0073360900031778096,0.037346496508548085
406,593,2013-08-15,100.01,97.99199999999999,97.431,96.983,94.36033333333333,93.70400000000001,98.34477777777778,78.06004166666666,55.977916666666665,19.81,3606.12,1661.32,15112.19,43.081,-0.9899999999999949,1.0799999999999983,-63.15000000000009,-24.070000000000164,-225.46999999999935,0.0,-0.009801980198019752,0.05766150560597962,-0.01721050781218065,-0.014281560944351256,-0.014700417143162604,0.0
407,594,2013-08-16,99.0,98.876,97.441,97.425,94.58133333333333,93.66516666666666,98.742,78.41670833333335,56.22372222222222,19.33,3602.78,1655.83,15081.47,43.081,-1.0100000000000051,-0.4800000000000004,-3.3399999999996908,-5.490000000000009,-30.720000000001164,0.0,-0.010098990100989951,-0.02423018677435641,-0.0009262032322828112,-0.0033046011605229633,-0.002032796040812163,0.0
408,597,2013-08-19,105.16,100.796,98.818,98.44800000000001,95.90866666666666,93.36349999999999,99.95533333333333,79.51983333333334,56.98361111111111,19.23,3589.09,1646.06,15010.74,43.081,6.159999999999997,-0.09999999999999787,-13.690000000000055,-9.769999999999982,-70.72999999999956,0.0,0.062222222222222186,-0.005173305742369265,-0.003799843454221477,-0.005900364167819149,-0.004689861134226277,0.0
409,598,2013-08-20,104.87,101.768,99.88,98.6415,96.50466666666667,93.37516666666666,100.3705,79.90141666666668,57.245527777777774,19.77,3613.59,1652.35,15002.99,43.02,-0.28999999999999204,0.5399999999999991,24.5,6.289999999999964,-7.75,-0.06099999999999994,-0.0027577025484974518,0.028081123244929753,0.0068262428637899854,0.003821245884111128,-0.0005162969980160872,-0.001415937420208443
410,599,2013-08-21,113.75,104.718,101.797,99.40700000000001,97.39466666666665,93.56433333333332,100.8275,80.32020833333334,57.53199999999999,19.07,3599.79,1642.8,14897.55,43.02,8.879999999999995,-0.6999999999999993,-13.800000000000182,-9.549999999999955,-105.44000000000051,0.0,0.08467626585296076,-0.0354071825998988,-0.0038189169219530112,-0.005779647169183257,-0.007027932432135228,0.0
411,600,2013-08-22,113.02,107.35799999999999,103.481,100.12250000000002,98.20299999999999,93.75716666666666,101.28627777777777,80.73591666666668,57.812805555555556,19.56,3638.71,1656.96,14963.74,43.02,-0.730000000000004,0.48999999999999844,38.92000000000007,14.160000000000082,66.19000000000051,0.0,-0.006417582417582453,0.02569480859989504,0.010811741796049235,0.008619430241051912,0.004443012441643124,0.0
412,601,2013-08-23,109.9,109.33999999999999,104.652,100.76750000000001,98.91699999999997,93.88383333333333,101.72811111111112,81.13887500000001,58.08694444444444,20.07,3657.79,1663.5,15010.51,43.02,-3.1199999999999903,0.5100000000000016,19.079999999999927,6.539999999999964,46.77000000000044,0.0,-0.027605733498495755,0.026073619631901922,0.005243616556416952,0.003946987253765911,0.0031255555095183714,0.0
413,604,2013-08-26,113.3,111.96599999999998,108.34200000000001,102.8915,101.06400000000002,94.5105,103.07894444444445,82.37675,58.931805555555556,20.43,3657.57,1656.78,14946.46,43.02,3.3999999999999915,0.35999999999999943,-0.2199999999997999,-6.720000000000027,-64.05000000000109,0.0,0.030937215650591366,0.017937219730941676,-6.014560704682333e-05,-0.00403967538322815,-0.004267010248152867,0.0
414,605,2013-08-27,118.93,113.148,110.253,103.92249999999999,101.89466666666667,94.87633333333333,103.54844444444443,82.81691666666667,59.23383333333332,19.72,3578.52,1630.48,14776.13,43.02,5.63000000000001,-0.7100000000000009,-79.05000000000018,-26.299999999999955,-170.32999999999993,0.0,0.0496910856134158,-0.03475281448849735,-0.021612710078002657,-0.015874165550042826,-0.011396009489872514,0.0
415,606,2013-08-28,119.63,115.09400000000001,112.21700000000001,105.047,102.76566666666669,95.34333333333333,104.02,83.26,59.53786111111111,19.33,3593.35,1634.96,14824.51,44.5312,0.6999999999999886,-0.39000000000000057,14.829999999999927,4.480000000000018,48.38000000000102,1.5111999999999952,0.005885815185403083,-0.01977687626774851,0.00414417133340038,0.0027476571316422268,0.0032741996720386884,0.03512784751278464
416,607,2013-08-29,120.0,117.02799999999999,113.70100000000002,106.2595,103.53233333333334,95.83850000000001,104.49349999999998,83.70483333333335,59.841888888888896,19.69,3620.3,1638.17,14840.95,43.8901,0.37000000000000455,0.360000000000003,26.950000000000273,3.2100000000000364,16.44000000000051,-0.6411000000000016,0.003092869681518052,0.018623900672529902,0.007499965213519494,0.001963350785340336,0.0011089742595202477,-0.01439664774360452
417,608,2013-08-30,126.14,119.6,115.828,107.854,104.37033333333333,96.43816666666667,105.00349999999999,84.17545833333334,60.16311111111112,19.15,3589.87,1632.97,14810.31,43.92,6.140000000000001,-0.5400000000000027,-30.43000000000029,-5.2000000000000455,-30.640000000001237,0.029900000000004923,0.05116666666666667,-0.02742508887760298,-0.008405380769549565,-0.003174273732274456,-0.002064557861862026,0.000681247023816417
418,612,2013-09-03,131.0,131.23399999999998,124.131,114.85799999999999,109.01266666666668,99.61699999999999,106.99172222222221,86.16375,61.512222222222235,19.51,3612.61,1639.77,14833.96,44.196,4.859999999999999,0.360000000000003,22.740000000000236,6.7999999999999545,23.649999999999636,0.27599999999999625,0.03852861899476771,0.01879895561357718,0.006334491221130637,0.004164191626300517,0.0015968605653763923,0.006284153005464395
419,613,2013-09-04,129.94,131.994,125.79700000000003,116.35449999999999,110.04666666666667,100.56816666666666,107.4671111111111,86.65016666666666,61.8425,19.41,3649.04,1653.08,14930.87,44.196,-1.0600000000000023,-0.10000000000000142,36.429999999999836,13.309999999999945,96.91000000000167,0.0,-0.008091603053435132,-0.005125576627370652,0.010084122005973474,0.008116992017173107,0.0065329824268099464,0.0
420,614,2013-09-05,127.5,130.504,127.21700000000001,117.77949999999998,110.99999999999999,101.46049999999998,107.91988888888889,87.12516666666667,62.165888888888894,18.91,3658.78,1655.08,14937.48,44.196,-2.4399999999999977,-0.5,9.740000000000236,2.0,6.609999999998763,0.0,-0.018777897491149744,-0.02575991756826378,0.0026691951855831223,0.0012098628015583034,0.0004427069554552925,0.0
421,615,2013-09-06,124.54,128.994,127.77799999999999,119.0155,111.87433333333334,102.25383333333333,108.35066666666665,87.58720833333334,62.48116666666667,19.08,3660.01,1655.17,14922.5,44.196,-2.9599999999999937,0.16999999999999815,1.2300000000000182,0.09000000000014552,-14.979999999999563,0.0,-0.023215686274509754,0.008989952406134222,0.0003361776329814906,5.43780361071039e-05,-0.0010028465310078785,0.0
422,618,2013-09-09,124.0,123.694,127.84400000000001,121.83599999999998,114.51733333333331,104.17,109.58794444444446,88.9375,63.40386111111111,19.2,3706.18,1671.71,15063.12,44.196,-0.5400000000000063,0.120000000000001,46.16999999999962,16.539999999999964,140.6200000000008,0.0,-0.004335956319254908,0.006289308176100681,0.01261471963191347,0.00999293123969137,0.009423353995644215,0.0
423,619,2013-09-10,124.24,123.042,126.773,122.36049999999997,115.50599999999999,104.57416666666664,110.01166666666666,89.39670833333334,63.7166111111111,18.44,3729.02,1683.99,15191.06,43.45,0.23999999999999488,-0.759999999999998,22.840000000000146,12.279999999999973,127.93999999999869,-0.7459999999999951,0.0019354838709677007,-0.039583333333333234,0.006162679632397818,0.007345771694851363,0.00849359229694769,-0.016879355597791544
424,620,2013-09-11,127.7,123.674,126.33400000000002,123.0945,116.55666666666664,105.16883333333332,110.4583888888889,89.87004166666667,64.03855555555556,18.64,3725.01,1689.13,15326.6,43.72,3.460000000000008,0.1999999999999993,-4.0099999999997635,5.1400000000001,135.54000000000087,0.269999999999996,0.027849323889246685,0.010845986984815578,-0.001075349555647265,0.0030522746572129882,0.008922353015523661,0.006214039125431439
425,621,2013-09-12,128.5,125.076,125.98500000000001,124.02449999999999,117.56699999999998,105.76183333333331,110.91116666666667,90.34579166666666,64.3625,17.61,3715.97,1683.42,15300.64,43.72,0.7999999999999972,-1.0300000000000011,-9.040000000000418,-5.710000000000036,-25.960000000000946,0.0,0.006264682850430674,-0.055257510729613796,-0.0024268391225796488,-0.003380438450563329,-0.0016937872718020268,0.0
426,622,2013-09-13,128.79,126.646,125.76399999999998,124.94749999999999,118.49333333333333,106.325,111.36422222222222,90.821375,64.68613888888889,17.72,3722.18,1687.99,15376.06,44.09,0.28999999999999204,0.10999999999999943,6.210000000000036,4.569999999999936,75.42000000000007,0.37000000000000455,0.002256809338521339,0.0062464508801816825,0.0016711652677497495,0.0027147117178125102,0.004929205575714485,0.008462946020128191
427,625,2013-09-16,126.71,127.65,125.662,126.72,121.23099999999998,108.05366666666666,112.48683333333334,92.21362500000001,65.64016666666666,18.14,3717.85,1697.6,15494.78,44.09,-2.0799999999999983,0.4200000000000017,-4.329999999999927,9.6099999999999,118.72000000000116,0.0,-0.016150322229986788,0.023702031602708902,-0.0011632967776947722,0.0056931616893464414,0.007721093700206761,0.0
428,626,2013-09-17,127.68,127.48599999999999,126.28099999999999,127.12250000000002,122.154,108.72983333333335,112.7688888888889,92.68025000000002,65.96080555555554,18.33,3745.7,1704.76,15529.73,43.086,0.9700000000000131,0.18999999999999773,27.84999999999991,7.160000000000082,34.94999999999891,-1.0040000000000049,0.007655275826690972,0.010474090407938133,0.007490888551178749,0.004217719132893545,0.0022555983369882573,-0.022771603538217392
429,627,2013-09-18,127.99,127.326,126.98599999999999,127.52199999999998,122.91499999999999,109.41183333333333,113.06622222222221,93.14283333333333,66.28269444444443,20.11,3783.64,1725.52,15676.94,43.086,0.30999999999998806,1.7800000000000011,37.940000000000055,20.75999999999999,147.21000000000095,0.0,0.0024279448621552947,0.09710856519367164,0.01012894786021306,0.01217766723761702,0.00947923756562419,0.0
430,628,2013-09-19,127.95,127.316,127.381,127.61249999999998,123.68433333333331,110.0945,113.38149999999999,93.602625,66.60480555555556,19.44,3789.38,1722.34,15636.55,43.9,-0.03999999999999204,-0.6699999999999982,5.7400000000002365,-3.1800000000000637,-40.39000000000124,0.8140000000000001,-0.0003125244159699355,-0.033316757831924323,0.0015170576481906939,-0.0018429227131531733,-0.0025763956486406937,0.018892447662813908
431,629,2013-09-20,125.95,127.256,127.55199999999999,127.16249999999998,124.09099999999997,110.74283333333332,113.68677777777779,94.05408333333334,66.92083333333333,18.61,3774.73,1709.91,15451.09,43.9,-2.0,-0.8300000000000018,-14.650000000000091,-12.429999999999836,-185.45999999999913,0.0,-0.015631105900742476,-0.0426954732510289,-0.0038660678000095243,-0.007216925810234818,-0.01186067259082081,0.0
432,632,2013-09-23,123.99,125.09,126.208,125.98599999999999,125.36766666666664,112.47150000000002,114.34205555555556,95.37558333333332,67.85052777777777,18.35,3765.29,1701.84,15401.38,42.74,-1.960000000000008,-0.259999999999998,-9.440000000000055,-8.070000000000164,-49.710000000000946,-1.1599999999999966,-0.015561730845573702,-0.013970983342288985,-0.0025008411197622224,-0.004719546642805857,-0.0032172487507354463,-0.026423690205011313
433,633,2013-09-24,124.0,124.3,125.80799999999999,125.689,125.72499999999998,113.00883333333334,114.4926111111111,95.81891666666667,68.1608611111111,18.56,3768.25,1697.42,15334.59,42.681,0.010000000000005116,0.2099999999999973,2.9600000000000364,-4.419999999999845,-66.78999999999905,-0.059000000000004604,8.065166545693295e-05,0.011444141689373149,0.0007861280273232703,-0.002597188924928222,-0.004336624380412603,-0.0013804398689753064
434,634,2013-09-25,125.0,124.10999999999999,125.68299999999999,125.564,126.11499999999998,113.5895,114.66483333333332,96.26166666666668,68.47397222222222,18.67,3761.1,1692.77,15273.26,42.5,1.0,0.11000000000000298,-7.150000000000091,-4.650000000000091,-61.32999999999993,-0.18099999999999739,0.008064516129032258,0.0059267241379311955,-0.001897432495190099,-0.002739451638368872,-0.00399945482728915,-0.004240762868723727
435,635,2013-09-26,124.9,124.27799999999999,125.50200000000002,125.582,126.31400000000001,114.10433333333332,114.83094444444443,96.69937499999999,68.78683333333333,18.53,3787.43,1698.67,15328.3,42.84,-0.09999999999999432,-0.14000000000000057,26.329999999999927,5.900000000000091,55.039999999999054,0.3400000000000034,-0.0007999999999999545,-0.0074986609534012085,0.007000611523224569,0.0034854114853170195,0.003603683823885605,0.00800000000000008
436,636,2013-09-27,126.96,124.97,125.43000000000002,125.8555,126.55833333333334,114.662,115.00211111111109,97.14725,69.10422222222222,18.53,3781.59,1691.75,15258.24,42.66,2.059999999999988,0.0,-5.839999999999691,-6.920000000000073,-70.05999999999949,-0.18000000000000682,0.01649319455564442,0.0,-0.001541942689369755,-0.004073775365432999,-0.004570630794021483,-0.004201680672269066
437,639,2013-09-30,127.53,127.03,125.57000000000001,126.56099999999999,126.63166666666667,116.1095,115.07999999999998,98.48416666666665,70.06175,18.62,3771.48,1681.55,15129.67,42.66,0.5700000000000074,0.08999999999999986,-10.110000000000127,-10.200000000000045,-128.5699999999997,0.0,0.004489603024574728,0.004856988667026435,-0.00267347861613769,-0.006029259642382176,-0.008426266725389016,0.0
438,640,2013-10-01,127.93,127.63600000000001,125.95700000000002,126.57249999999999,126.493,116.5965,115.00183333333334,98.93141666666666,70.3821111111111,18.03,3817.98,1695.0,15191.7,42.41,0.4000000000000057,-0.5899999999999999,46.5,13.450000000000045,62.030000000000655,-0.25,0.0031365168979848325,-0.031686358754027914,0.012329377326672818,0.00799857274538375,0.004099891141049385,-0.005860290670417253
439,641,2013-10-02,127.8,127.804,126.38699999999999,126.5375,126.35333333333334,117.10983333333334,114.91333333333334,99.37766666666667,70.70252777777779,18.41,3815.02,1693.87,15133.14,43.18,-0.13000000000000966,0.379999999999999,-2.9600000000000364,-1.1300000000001091,-58.56000000000131,0.7700000000000031,-0.0010161807238334218,0.021075984470327176,-0.0007752790742748878,-0.000666666666666731,-0.0038547364679398163,0.01815609526055183
440,642,2013-10-03,118.74,126.152,125.86200000000001,126.035,125.94466666666668,117.47866666666667,114.77411111111111,99.78624999999998,70.99905555555556,18.1,3774.34,1678.66,14996.48,42.96,-9.060000000000002,-0.3099999999999987,-40.679999999999836,-15.209999999999809,-136.65999999999985,-0.21999999999999886,-0.07089201877934274,-0.01683867463335137,-0.010663115789694375,-0.008979437619179636,-0.009030511843543367,-0.005094951366373295
441,643,2013-10-04,122.98,124.99600000000001,125.75999999999999,125.78399999999999,125.71266666666665,117.87966666666667,114.54066666666667,100.21120833333335,71.30661111111111,18.03,3807.75,1690.5,15072.58,43.19,4.240000000000009,-0.07000000000000028,33.409999999999854,11.839999999999918,76.10000000000036,0.22999999999999687,0.03570827017011967,-0.0038674033149171424,0.008851878739064274,0.007053244850058926,0.0050745241550017315,0.00535381750465542
442,646,2013-10-07,124.45,122.19000000000001,124.997,125.21349999999998,125.56933333333332,119.12766666666666,112.74399999999999,101.46608333333333,72.23091666666666,18.28,3770.38,1676.12,14936.24,43.09,1.4699999999999989,0.25,-37.36999999999989,-14.38000000000011,-136.34000000000015,-0.09999999999999432,0.011953163115953803,0.013865779256794232,-0.009814194734423187,-0.008506359065365341,-0.009045564860163299,-0.0023153507756423783
443,647,2013-10-08,125.16,123.474,124.81300000000002,125.07199999999997,125.70999999999998,119.61783333333332,112.4448888888889,101.88883333333334,72.54525,17.66,3694.83,1655.45,14776.53,43.09,0.7099999999999937,-0.620000000000001,-75.55000000000018,-20.669999999999845,-159.70999999999913,0.0,0.005705102450783397,-0.03391684901531734,-0.02003776807642736,-0.012332052597665948,-0.010692784797244764,0.0
444,648,2013-10-09,127.99,124.476,124.73600000000002,125.07399999999998,125.84299999999999,120.18016666666664,112.54488888888888,102.32237500000001,72.86772222222223,17.67,3677.78,1656.4,14802.98,43.09,2.8299999999999983,0.010000000000001563,-17.049999999999727,0.9500000000000455,26.44999999999891,0.0,0.022611057845957162,0.0005662514156286276,-0.00461455601475568,0.0005738620918783687,0.0017900007647261506,0.0
445,649,2013-10-10,126.8,125.378,124.66299999999998,125.1165,125.92833333333331,120.71716666666664,112.59111111111112,102.743,73.18705555555556,17.84,3760.75,1692.56,15126.07,43.09,-1.1899999999999977,0.16999999999999815,82.9699999999998,36.159999999999854,323.09000000000015,0.0,-0.009297601375107413,0.009620826259196273,0.022559805099815596,0.02183047573049979,0.021826010708654617,0.0
446,650,2013-10-11,127.41,126.36200000000001,124.61100000000002,125.28399999999999,125.91866666666665,121.23766666666666,112.74344444444445,103.16566666666668,73.50780555555555,17.23,3791.87,1703.2,15237.11,42.716,0.6099999999999994,-0.6099999999999994,31.11999999999989,10.6400000000001,111.04000000000087,-0.37400000000000233,0.004810725552050469,-0.03419282511210759,0.008274945157215953,0.006286335491799464,0.007340968275302235,-0.00867950800649808
447,653,2013-10-14,138.22,130.686,127.58099999999999,126.67049999999999,126.38299999999998,122.90466666666666,113.40744444444445,104.48475,74.51755555555556,17.26,3815.27,1710.14,15301.26,42.716,10.810000000000002,0.030000000000001137,23.40000000000009,6.940000000000055,64.14999999999964,0.0,0.08484420375166786,0.0017411491584446393,0.0061710976378409835,0.004074682949741695,0.004210115960310035,0.0
448,654,2013-10-15,145.0,134.326,129.852,127.67049999999999,127.008,123.67133333333332,113.59633333333335,104.97433333333332,74.88783333333335,17.78,3794.01,1698.06,15168.01,42.716,6.780000000000001,0.5199999999999996,-21.259999999999764,-12.080000000000155,-133.25,0.0,0.04905223556648822,0.030127462340672047,-0.0055723448143905315,-0.007063749166734978,-0.00870843316171348,0.0
449,655,2013-10-16,147.0,138.244,132.303,128.7755,127.68433333333331,124.45766666666667,113.64994444444443,105.47433333333332,75.26372222222221,17.62,3839.43,1721.54,15373.83,43.28,2.0,-0.16000000000000014,45.41999999999962,23.480000000000018,205.8199999999997,0.5640000000000001,0.013793103448275862,-0.008998875140607432,0.011971502447278636,0.01382754437416818,0.013569347594048244,0.013203483472235229
450,656,2013-10-17,144.82,141.608,134.33999999999997,129.6685,128.25566666666666,125.20483333333333,113.73344444444444,105.95483333333333,75.6338611111111,18.5,3863.15,1733.15,15371.65,42.396,-2.180000000000007,0.879999999999999,23.720000000000255,11.610000000000127,-2.180000000000291,-0.8840000000000003,-0.014829931972789163,0.04994324631101016,0.006178000380264845,0.006743961801642789,-0.00014179940847533056,-0.02042513863216267
451,657,2013-10-18,153.73,145.754,137.197,131.00500000000002,129.11366666666666,126.01433333333331,113.87083333333334,106.47008333333333,76.0283888888889,18.52,3914.28,1744.5,15399.65,42.61,8.909999999999997,0.019999999999999574,51.13000000000011,11.349999999999909,28.0,0.21399999999999864,0.061524651291258094,0.0010810810810810581,0.013235313151184942,0.0065487695813979795,0.0018215350987044333,0.00504764600434
452,660,2013-10-21,181.93,163.81599999999997,151.03,137.82049999999998,133.866,129.1625,114.40422222222223,108.25533333333333,77.38027777777778,18.95,3920.05,1744.66,15392.2,42.61,28.200000000000017,0.4299999999999997,5.769999999999982,0.16000000000008185,-7.449999999998909,0.0,0.18343849606452883,0.023218142548596096,0.0014740897431967006,9.171682430500536e-05,-0.0004837772287031789,0.0
453,661,2013-10-22,196.27,174.106,157.857,141.24399999999997,136.29166666666666,130.602,114.6062777777778,108.94658333333334,77.89561111111112,19.88,3929.57,1754.67,15467.66,42.61,14.340000000000003,0.9299999999999997,9.519999999999982,10.009999999999991,75.45999999999913,0.0,0.07882152476227122,0.049076517150395765,0.0024285404522901444,0.005737507594602955,0.004902483075843552,0.0
454,662,2013-10-23,203.96,184.152,164.953,145.505,138.95733333333334,132.16250000000002,114.94761111111112,109.669375,78.43230555555556,19.39,3907.07,1746.38,15413.33,41.01,7.689999999999998,-0.48999999999999844,-22.5,-8.289999999999964,-54.32999999999993,-1.6000000000000014,0.03918072043613388,-0.024647887323943584,-0.005725817328613563,-0.00472453509776765,-0.00351248993060359,-0.03754987092231874
455,663,2013-10-24,206.4,191.03199999999998,171.77100000000002,149.676,141.704,133.7145,115.26866666666668,110.398125,78.9756388888889,20.07,3928.96,1752.07,15509.21,41.116,2.4399999999999977,0.6799999999999997,21.889999999999873,5.689999999999827,95.8799999999992,0.10600000000000165,0.011963130025495183,0.03506962351727693,0.005602663888796431,0.0032581683253357385,0.006220589580577279,0.0025847354303828738
456,664,2013-10-25,194.0,196.512,176.671,153.2615,144.004,135.0595,115.58538888888889,111.07408333333335,79.48450000000001,20.14,3943.36,1759.77,15570.28,41.116,-12.400000000000006,0.07000000000000028,14.400000000000091,7.7000000000000455,61.07000000000153,0.0,-0.060077519379844985,0.003487792725460901,0.0036650920345333345,0.004394801577562567,0.003937660267673307,0.0
457,667,2013-10-28,197.5,196.57999999999998,190.366,163.7815,150.792,138.79183333333333,116.42372222222222,113.06808333333333,81.01086111111111,20.25,3940.13,1762.11,15568.93,41.116,3.5,0.10999999999999943,-3.230000000000018,2.339999999999918,-1.3500000000003638,0.0,0.01804123711340206,0.005461767626613676,-0.0008190984338229373,0.0013297192246713595,-8.670364309443143e-05,0.0
458,668,2013-10-29,205.0,196.3,193.666,167.632,153.33333333333334,140.10616666666664,116.85705555555556,113.77916666666667,81.55061111111111,19.77,3952.34,1771.95,15680.35,41.116,7.5,-0.4800000000000004,12.210000000000036,9.840000000000146,111.42000000000007,0.0,0.0379746835443038,-0.023703703703703723,0.0030988825241806835,0.00558421437935211,0.007156561176651194,0.0
459,669,2013-10-30,206.0,198.7,197.606,171.592,155.949,141.29033333333334,117.40194444444444,114.48333333333333,82.09316666666668,20.5,3930.62,1763.31,15618.76,41.34,1.0,0.7300000000000004,-21.720000000000255,-8.6400000000001,-61.590000000000146,0.22400000000000375,0.004878048780487805,0.03692463328275167,-0.005495478627850907,-0.004875984085329778,-0.0039278459983355055,0.005448000778285916
460,670,2013-10-31,203.75,201.45,199.788,175.40900000000002,158.47633333333334,142.48466666666667,117.89222222222222,115.16145833333333,82.62913888888889,19.39,3919.71,1756.54,15545.75,41.142,-2.25,-1.1099999999999994,-10.909999999999854,-6.769999999999982,-73.01000000000022,-0.1980000000000004,-0.010922330097087379,-0.054146341463414606,-0.002775643537151863,-0.003839370275221023,-0.004674506811040071,-0.00478955007256895
461,671,2013-11-01,203.54,203.158,200.51500000000001,179.186,161.001,143.6771666666667,118.36322222222223,115.80466666666668,83.16452777777779,18.01,3922.04,1761.64,15615.55,40.71,-0.21000000000000796,-1.379999999999999,2.3299999999999272,5.100000000000136,69.79999999999927,-0.43200000000000216,-0.001030674846625806,-0.07117070654976787,0.0005944317309188505,0.0029034351623077963,0.004489973143785232,-0.010500218754557438
462,674,2013-11-04,230.38,210.538,204.619,190.645,170.38066666666666,147.95983333333334,119.98683333333332,117.929875,84.867,18.31,3936.59,1767.93,15639.12,40.5399,26.840000000000003,0.29999999999999716,14.550000000000182,6.289999999999964,23.570000000001528,-0.17009999999999792,0.1318659722904589,0.01665741254858396,0.003709804081549444,0.00357053654549168,0.0015093928808144145,-0.004178334561532742
463,675,2013-11-05,250.5,219.888,210.669,195.82,174.64766666666668,150.05916666666664,120.74572222222221,118.77779166666667,85.53263888888888,18.28,3939.86,1762.97,15618.22,40.5399,20.120000000000005,-0.029999999999997584,3.269999999999982,-4.960000000000036,-20.900000000001455,0.0,0.08733396996267039,-0.0016384489350080604,0.0008306681671192533,-0.002805540943363163,-0.0013363923289802402,0.0
464,676,2013-11-06,265.0,232.18,217.669,201.829,179.33266666666668,152.451,121.5513888888889,119.680375,86.23861111111111,18.34,3931.95,1770.49,15746.88,40.652,14.5,0.05999999999999872,-7.910000000000309,7.519999999999982,128.65999999999985,0.11209999999999809,0.05788423153692615,0.003282275711159667,-0.0020076855522785856,0.004265529192215399,0.008237814552490608,0.0027651770231302514
465,677,2013-11-07,297.8,250.73600000000002,227.699,209.03250000000003,185.08733333333336,155.39866666666663,122.54750000000001,120.72016666666669,87.0355,18.18,3857.33,1747.15,15593.98,40.652,32.80000000000001,-0.16000000000000014,-74.61999999999989,-23.339999999999918,-152.89999999999964,0.0,0.12377358490566041,-0.00872410032715377,-0.018977860857844045,-0.0131827912046947,-0.009709859984962078,0.0
